images,z,x
03_12_2020_0\output_0007\0000758_z08_x07.jpg,8,7
03_12_2020_0\output_0010\0000090_z07_x06.jpg,7,6
03_16_2020_0\output_0003\0000827_z08_x07.jpg,8,7
03_09_2020_1\output_0021\0000626_z05_x07.jpg,5,7
03_06_2020_0\output_0007\0000242_z07_x07.jpg,7,7
03_09_2020_1\output_0032\0000059_z02_x06.jpg,2,6
03_16_2020_0\output_0005\0000823_z07_x06.jpg,7,6
03_12_2020_0\output_0012\0000076_z06_x07.jpg,6,7
03_16_2020_0\output_0000\0000764_z06_x06.jpg,6,6
03_09_2020_1\output_0013\0000507_z05_x06.jpg,5,6
03_10_2020_1\output_0016\0000070_z04_x07.jpg,4,7
03_10_2020_1\output_0005\0000513_z04_x06.jpg,4,6
03_09_2020_1\output_0040\0000645_z02_x07.jpg,2,7
03_10_2020_1\output_0010\0000852_z02_x06.jpg,2,6
03_06_2020_0\output_0005\0000468_z08_x07.jpg,8,7
03_13_2020_1\output_0013\0000531_z05_x07.jpg,5,7
03_10_2020_1\output_0012\0000519_z02_x06.jpg,2,6
03_12_2020_0\output_0007\0000666_z08_x07.jpg,8,7
03_12_2020_0\output_0008\0000323_z08_x07.jpg,8,7
03_09_2020_1\output_0014\0000613_z00_x07.jpg,0,7
03_06_2020_0\output_0008\0001335_z02_x07.jpg,2,7
03_09_2020_1\output_0022\0000395_z03_x07.jpg,3,7
03_10_2020_1\output_0013\0000359_z04_x06.jpg,4,6
03_13_2020_1\output_0013\0000600_z02_x07.jpg,2,7
03_13_2020_0\output_0006\0000624_z07_x07.jpg,7,7
03_06_2020_0\output_0003\0000605_z10_x07.jpg,10,7
03_12_2020_0\output_0009\0000359_z07_x06.jpg,7,6
03_10_2020_1\output_0008\0000213_z03_x06.jpg,3,6
03_09_2020_1\output_0039\0000555_z05_x07.jpg,5,7
03_06_2020_0\output_0010\0001350_z08_x07.jpg,8,7
03_06_2020_0\output_0011\0000171_z05_x07.jpg,5,7
03_10_2020_1\output_0010\0001068_z00_x06.jpg,0,6
03_09_2020_1\output_0018\0000244_z03_x07.jpg,3,7
03_09_2020_1\output_0032\0000526_z05_x06.jpg,5,6
03_09_2020_1\output_0017\0000018_z03_x06.jpg,3,6
03_06_2020_0\output_0010\0000111_z10_x06.jpg,10,6
JetBot\2021-10-08-20-32\0002951_z05_x07.jpg,5,7
03_10_2020_1\output_0013\0000420_z02_x06.jpg,2,6
03_12_2020_0\output_0000\0000025_z07_x06.jpg,7,6
03_13_2020_1\output_0008\0000794_z02_x06.jpg,2,6
03_13_2020_0\output_0005\0000587_z06_x07.jpg,6,7
JetBot\2021-10-08-20-32\0002882_z03_x06.jpg,3,6
03_12_2020_0\output_0015\0000033_z05_x07.jpg,5,7
03_10_2020_1\output_0013\0000472_z01_x06.jpg,1,6
03_09_2020_1\output_0033\0000172_z05_x06.jpg,5,6
03_09_2020_1\output_0038\0000627_z02_x07.jpg,2,7
03_10_2020_1\output_0007\0000762_z02_x06.jpg,2,6
03_10_2020_1\output_0011\0000203_z01_x06.jpg,1,6
03_13_2020_1\output_0003\0000863_z03_x07.jpg,3,7
03_06_2020_0\output_0011\0001233_z05_x08.jpg,5,8
03_09_2020_1\output_0020\0000337_z04_x07.jpg,4,7
03_13_2020_0\output_0005\0000878_z08_x07.jpg,8,7
03_13_2020_1\output_0001\0000149_z02_x07.jpg,2,7
03_10_2020_1\output_0014\0000085_z04_x06.jpg,4,6
03_12_2020_0\output_0011\0000547_z07_x06.jpg,7,6
03_13_2020_0\output_0007\0000059_z07_x07.jpg,7,7
03_09_2020_1\output_0029\0000435_z05_x06.jpg,5,6
03_09_2020_1\output_0037\0000531_z01_x06.jpg,1,6
03_12_2020_0\output_0006\0000190_z05_x06.jpg,5,6
03_06_2020_0\output_0010\0000489_z06_x07.jpg,6,7
03_12_2020_0\output_0013\0000766_z08_x07.jpg,8,7
03_09_2020_1\output_0023\0000107_z02_x06.jpg,2,6
03_10_2020_1\output_0010\0000277_z00_x07.jpg,0,7
03_09_2020_1\output_0030\0000663_z04_x06.jpg,4,6
03_09_2020_1\output_0041\0000049_z01_x06.jpg,1,6
03_13_2020_1\output_0008\0000831_z03_x06.jpg,3,6
03_10_2020_1\output_0005\0000187_z04_x06.jpg,4,6
03_12_2020_0\output_0005\0000833_z08_x07.jpg,8,7
03_06_2020_0\output_0009\0001571_z00_x07.jpg,0,7
03_09_2020_1\output_0037\0000711_z02_x07.jpg,2,7
03_12_2020_0\output_0014\0000122_z07_x07.jpg,7,7
03_09_2020_1\output_0031\0000801_z03_x07.jpg,3,7
03_12_2020_0\output_0014\0000909_z08_x07.jpg,8,7
03_06_2020_0\output_0006\0000811_z01_x07.jpg,1,7
03_10_2020_1\output_0001\0000072_z05_x06.jpg,5,6
03_06_2020_0\output_0011\0001412_z03_x08.jpg,3,8
03_09_2020_1\output_0035\0000574_z02_x06.jpg,2,6
03_10_2020_1\output_0011\0001082_z03_x06.jpg,3,6
03_09_2020_1\output_0044\0000333_z05_x08.jpg,5,8
03_10_2020_1\output_0012\0000903_z05_x06.jpg,5,6
03_09_2020_1\output_0041\0000148_z05_x07.jpg,5,7
03_12_2020_0\output_0005\0000726_z05_x07.jpg,5,7
03_13_2020_0\output_0003\0000345_z07_x06.jpg,7,6
03_09_2020_1\output_0030\0000239_z00_x06.jpg,0,6
03_06_2020_0\output_0009\0000350_z05_x06.jpg,5,6
03_09_2020_1\output_0030\0000532_z05_x07.jpg,5,7
03_13_2020_1\output_0000\0000517_z01_x06.jpg,1,6
03_10_2020_1\output_0000\0000426_z03_x06.jpg,3,6
03_12_2020_0\output_0007\0000496_z09_x06.jpg,9,6
03_13_2020_0\output_0002\0000759_z06_x07.jpg,6,7
03_10_2020_1\output_0013\0000536_z05_x06.jpg,5,6
03_10_2020_1\output_0016\0000314_z04_x08.jpg,4,8
03_13_2020_1\output_0000\0000830_z05_x07.jpg,5,7
03_09_2020_1\output_0038\0000468_z05_x07.jpg,5,7
03_13_2020_0\output_0007\0000312_z08_x07.jpg,8,7
03_10_2020_1\output_0006\0000687_z04_x06.jpg,4,6
03_09_2020_1\output_0027\0000239_z04_x08.jpg,4,8
03_09_2020_1\output_0016\0000043_z00_x06.jpg,0,6
03_12_2020_0\output_0011\0000843_z07_x07.jpg,7,7
03_13_2020_1\output_0002\0000863_z02_x07.jpg,2,7
03_13_2020_0\output_0003\0000568_z08_x07.jpg,8,7
03_10_2020_1\output_0011\0000504_z03_x06.jpg,3,6
03_13_2020_0\output_0002\0001014_z08_x07.jpg,8,7
03_10_2020_1\output_0003\0000734_z04_x06.jpg,4,6
03_09_2020_1\output_0035\0000110_z05_x07.jpg,5,7
03_13_2020_1\output_0004\0000256_z01_x06.jpg,1,6
03_13_2020_0\output_0007\0000174_z06_x07.jpg,6,7
03_09_2020_1\output_0024\0000653_z03_x07.jpg,3,7
03_13_2020_1\output_0002\0000067_z01_x06.jpg,1,6
03_10_2020_1\output_0005\0000490_z05_x06.jpg,5,6
03_09_2020_1\output_0035\0000681_z05_x06.jpg,5,6
03_12_2020_0\output_0009\0000396_z05_x06.jpg,5,6
03_16_2020_0\output_0000\0000125_z08_x06.jpg,8,6
03_13_2020_1\output_0007\0000948_z03_x06.jpg,3,6
03_13_2020_1\output_0002\0000663_z03_x07.jpg,3,7
03_09_2020_1\output_0026\0000604_z01_x07.jpg,1,7
03_10_2020_1\output_0010\0000634_z05_x06.jpg,5,6
03_13_2020_1\output_0003\0000584_z03_x06.jpg,3,6
03_16_2020_0\output_0002\0000175_z06_x06.jpg,6,6
03_06_2020_0\output_0010\0000372_z06_x07.jpg,6,7
03_16_2020_0\output_0001\0000169_z07_x06.jpg,7,6
03_12_2020_0\output_0006\0000320_z05_x06.jpg,5,6
03_10_2020_1\output_0015\0000286_z05_x06.jpg,5,6
03_12_2020_0\output_0015\0000021_z07_x07.jpg,7,7
03_06_2020_0\output_0004\0001271_z04_x07.jpg,4,7
03_13_2020_1\output_0000\0000147_z04_x07.jpg,4,7
03_06_2020_0\output_0010\0001226_z09_x07.jpg,9,7
03_06_2020_0\output_0008\0000392_z05_x06.jpg,5,6
03_06_2020_0\output_0010\0001703_z07_x07.jpg,7,7
03_09_2020_1\output_0030\0000394_z02_x07.jpg,2,7
03_16_2020_0\output_0004\0000721_z07_x06.jpg,7,6
03_09_2020_1\output_0033\0000565_z02_x06.jpg,2,6
03_12_2020_0\output_0013\0000299_z07_x06.jpg,7,6
03_06_2020_0\output_0011\0001224_z04_x08.jpg,4,8
03_06_2020_0\output_0004\0001229_z04_x06.jpg,4,6
03_13_2020_1\output_0011\0000438_z01_x07.jpg,1,7
03_10_2020_1\output_0011\0000392_z05_x06.jpg,5,6
03_09_2020_1\output_0029\0000572_z04_x06.jpg,4,6
03_12_2020_0\output_0009\0000515_z09_x07.jpg,9,7
03_12_2020_0\output_0014\0000424_z08_x07.jpg,8,7
03_09_2020_1\output_0034\0000194_z02_x06.jpg,2,6
03_06_2020_0\output_0009\0000756_z00_x07.jpg,0,7
03_09_2020_1\output_0020\0000593_z02_x07.jpg,2,7
03_06_2020_0\output_0004\0001170_z04_x06.jpg,4,6
03_13_2020_1\output_0003\0000623_z02_x06.jpg,2,6
03_06_2020_0\output_0011\0000404_z05_x07.jpg,5,7
03_06_2020_0\output_0005\0000653_z10_x07.jpg,10,7
03_09_2020_1\output_0020\0000533_z00_x07.jpg,0,7
03_13_2020_0\output_0003\0000123_z07_x07.jpg,7,7
03_13_2020_1\output_0006\0000177_z05_x06.jpg,5,6
03_09_2020_1\output_0018\0000269_z03_x06.jpg,3,6
03_10_2020_1\output_0005\0000234_z02_x06.jpg,2,6
03_13_2020_1\output_0006\0000127_z02_x06.jpg,2,6
03_06_2020_0\output_0003\0000790_z09_x07.jpg,9,7
03_16_2020_0\output_0002\0000624_z05_x07.jpg,5,7
03_13_2020_1\output_0010\0000891_z05_x07.jpg,5,7
03_13_2020_1\output_0005\0000278_z00_x07.jpg,0,7
03_10_2020_1\output_0007\0000135_z03_x06.jpg,3,6
03_09_2020_1\output_0022\0000421_z03_x07.jpg,3,7
03_09_2020_1\output_0024\0000345_z02_x07.jpg,2,7
03_10_2020_1\output_0016\0000150_z04_x07.jpg,4,7
03_06_2020_0\output_0006\0000175_z03_x07.jpg,3,7
03_12_2020_0\output_0009\0000310_z06_x06.jpg,6,6
03_09_2020_1\output_0025\0000261_z04_x07.jpg,4,7
03_09_2020_1\output_0014\0000579_z02_x07.jpg,2,7
03_16_2020_0\output_0006\0000245_z05_x06.jpg,5,6
03_12_2020_0\output_0006\0000923_z08_x07.jpg,8,7
03_10_2020_1\output_0012\0000528_z02_x06.jpg,2,6
03_09_2020_1\output_0044\0000059_z03_x07.jpg,3,7
03_13_2020_1\output_0006\0000498_z05_x06.jpg,5,6
03_06_2020_0\output_0004\0001328_z04_x06.jpg,4,6
JetBot\2021-10-08-20-32\0002218_z05_x07.jpg,5,7
03_13_2020_1\output_0001\0000514_z05_x07.jpg,5,7
03_10_2020_1\output_0011\0000776_z01_x06.jpg,1,6
03_09_2020_1\output_0033\0000148_z03_x06.jpg,3,6
03_09_2020_1\output_0039\0000209_z05_x06.jpg,5,6
JetBot\2021-10-08-20-32\0001194_z00_x08.jpg,0,8
03_10_2020_1\output_0015\0000498_z03_x06.jpg,3,6
03_06_2020_0\output_0008\0000731_z05_x06.jpg,5,6
03_06_2020_0\output_0005\0000975_z06_x06.jpg,6,6
03_16_2020_0\output_0000\0000454_z07_x06.jpg,7,6
03_16_2020_0\output_0001\0000585_z07_x07.jpg,7,7
03_13_2020_1\output_0013\0000140_z04_x06.jpg,4,6
03_12_2020_0\output_0004\0000688_z07_x07.jpg,7,7
03_13_2020_0\output_0007\0000284_z07_x07.jpg,7,7
03_10_2020_1\output_0014\0000913_z03_x06.jpg,3,6
03_09_2020_1\output_0014\0000152_z05_x06.jpg,5,6
03_09_2020_1\output_0023\0000267_z05_x06.jpg,5,6
03_06_2020_0\output_0002\0000178_z05_x06.jpg,5,6
03_06_2020_0\output_0002\0000592_z10_x07.jpg,10,7
03_06_2020_0\output_0010\0001266_z08_x07.jpg,8,7
03_12_2020_0\output_0003\0000521_z09_x06.jpg,9,6
03_09_2020_1\output_0044\0000083_z05_x07.jpg,5,7
03_09_2020_1\output_0018\0000249_z00_x06.jpg,0,6
03_12_2020_0\output_0007\0000874_z07_x06.jpg,7,6
03_12_2020_0\output_0000\0000467_z05_x06.jpg,5,6
03_09_2020_1\output_0022\0000659_z04_x06.jpg,4,6
03_09_2020_1\output_0022\0000432_z02_x07.jpg,2,7
03_06_2020_0\output_0011\0000996_z05_x06.jpg,5,6
03_06_2020_0\output_0011\0001076_z01_x07.jpg,1,7
03_09_2020_1\output_0035\0000180_z01_x06.jpg,1,6
JetBot\2021-10-08-20-32\0000871_z07_x07.jpg,7,7
03_09_2020_1\output_0017\0000286_z02_x07.jpg,2,7
03_12_2020_0\output_0011\0000792_z08_x07.jpg,8,7
03_09_2020_1\output_0033\0000699_z04_x06.jpg,4,6
03_09_2020_1\output_0020\0000098_z00_x07.jpg,0,7
03_09_2020_1\output_0030\0000199_z02_x07.jpg,2,7
03_13_2020_0\output_0007\0000373_z06_x07.jpg,6,7
03_09_2020_1\output_0031\0000265_z01_x07.jpg,1,7
03_09_2020_1\output_0041\0000320_z03_x07.jpg,3,7
03_12_2020_0\output_0014\0000535_z06_x07.jpg,6,7
03_09_2020_1\output_0034\0000203_z02_x06.jpg,2,6
03_13_2020_1\output_0012\0000038_z04_x07.jpg,4,7
03_12_2020_0\output_0004\0000267_z07_x06.jpg,7,6
03_12_2020_0\output_0008\0000354_z07_x06.jpg,7,6
03_09_2020_1\output_0036\0000361_z03_x06.jpg,3,6
03_13_2020_1\output_0008\0000248_z04_x06.jpg,4,6
JetBot\2021-10-08-20-32\0000202_z09_x07.jpg,9,7
03_06_2020_0\output_0009\0000715_z00_x07.jpg,0,7
03_16_2020_0\output_0000\0000300_z07_x07.jpg,7,7
03_09_2020_1\output_0038\0000741_z03_x07.jpg,3,7
03_13_2020_1\output_0012\0000428_z03_x06.jpg,3,6
03_09_2020_1\output_0044\0000029_z05_x07.jpg,5,7
03_09_2020_1\output_0020\0000637_z02_x07.jpg,2,7
03_16_2020_0\output_0006\0000682_z07_x07.jpg,7,7
03_09_2020_1\output_0038\0000760_z04_x07.jpg,4,7
03_09_2020_1\output_0018\0000458_z08_x07.jpg,8,7
03_13_2020_1\output_0002\0000764_z01_x07.jpg,1,7
03_12_2020_0\output_0012\0000461_z10_x07.jpg,10,7
03_09_2020_1\output_0021\0000329_z02_x07.jpg,2,7
03_09_2020_1\output_0026\0000553_z01_x07.jpg,1,7
03_06_2020_0\output_0010\0000535_z08_x07.jpg,8,7
03_09_2020_1\output_0018\0000403_z05_x06.jpg,5,6
03_16_2020_0\output_0004\0000861_z07_x07.jpg,7,7
03_06_2020_0\output_0003\0001407_z07_x07.jpg,7,7
03_09_2020_1\output_0021\0000460_z00_x07.jpg,0,7
03_10_2020_1\output_0011\0000479_z03_x06.jpg,3,6
03_10_2020_1\output_0006\0000607_z04_x06.jpg,4,6
03_13_2020_1\output_0003\0000117_z02_x06.jpg,2,6
03_13_2020_1\output_0004\0000192_z03_x06.jpg,3,6
03_13_2020_0\output_0002\0000689_z06_x06.jpg,6,6
03_13_2020_1\output_0011\0000178_z04_x06.jpg,4,6
03_12_2020_0\output_0008\0000761_z07_x07.jpg,7,7
03_12_2020_0\output_0009\0001034_z05_x06.jpg,5,6
03_09_2020_1\output_0025\0000101_z03_x06.jpg,3,6
03_12_2020_0\output_0003\0000842_z05_x06.jpg,5,6
03_13_2020_1\output_0000\0000549_z05_x07.jpg,5,7
03_10_2020_1\output_0008\0000344_z01_x06.jpg,1,6
03_12_2020_0\output_0012\0000052_z05_x07.jpg,5,7
03_12_2020_0\output_0013\0000192_z10_x06.jpg,10,6
03_12_2020_0\output_0001\0000398_z05_x07.jpg,5,7
03_10_2020_1\output_0013\0000808_z05_x06.jpg,5,6
03_13_2020_1\output_0011\0000554_z05_x06.jpg,5,6
03_10_2020_1\output_0013\0000251_z02_x06.jpg,2,6
03_12_2020_0\output_0005\0000258_z07_x07.jpg,7,7
03_10_2020_1\output_0015\0000379_z01_x06.jpg,1,6
03_10_2020_1\output_0004\0000725_z02_x06.jpg,2,6
03_12_2020_0\output_0011\0000383_z08_x07.jpg,8,7
03_06_2020_0\output_0010\0001549_z05_x07.jpg,5,7
03_13_2020_1\output_0001\0000621_z05_x06.jpg,5,6
03_10_2020_1\output_0000\0000578_z05_x06.jpg,5,6
03_12_2020_0\output_0002\0000832_z07_x06.jpg,7,6
03_10_2020_1\output_0004\0000477_z00_x06.jpg,0,6
03_12_2020_0\output_0000\0000041_z10_x07.jpg,10,7
03_13_2020_0\output_0002\0000013_z05_x07.jpg,5,7
03_13_2020_0\output_0003\0000842_z07_x07.jpg,7,7
03_16_2020_0\output_0002\0000216_z07_x07.jpg,7,7
03_10_2020_1\output_0015\0000636_z02_x06.jpg,2,6
03_09_2020_1\output_0016\0000170_z05_x07.jpg,5,7
03_13_2020_1\output_0007\0000228_z05_x06.jpg,5,6
03_13_2020_1\output_0010\0000687_z03_x07.jpg,3,7
03_13_2020_1\output_0009\0000695_z02_x06.jpg,2,6
03_06_2020_0\output_0008\0001439_z05_x07.jpg,5,7
03_10_2020_1\output_0006\0000150_z02_x06.jpg,2,6
03_10_2020_1\output_0012\0000319_z03_x06.jpg,3,6
03_09_2020_1\output_0027\0000093_z05_x08.jpg,5,8
03_12_2020_0\output_0002\0000858_z06_x07.jpg,6,7
03_09_2020_1\output_0030\0000043_z02_x06.jpg,2,6
03_06_2020_0\output_0002\0000238_z06_x07.jpg,6,7
03_06_2020_0\output_0010\0001434_z07_x07.jpg,7,7
03_12_2020_0\output_0014\0000561_z05_x07.jpg,5,7
03_10_2020_1\output_0014\0000525_z03_x06.jpg,3,6
03_09_2020_1\output_0042\0000294_z05_x06.jpg,5,6
03_12_2020_0\output_0009\0000238_z06_x07.jpg,6,7
03_09_2020_1\output_0030\0000882_z05_x06.jpg,5,6
03_12_2020_0\output_0003\0000212_z07_x07.jpg,7,7
03_09_2020_1\output_0043\0000557_z01_x07.jpg,1,7
03_12_2020_0\output_0007\0000104_z06_x07.jpg,6,7
03_10_2020_1\output_0000\0000039_z03_x06.jpg,3,6
03_12_2020_0\output_0009\0000623_z05_x07.jpg,5,7
03_10_2020_1\output_0016\0000144_z02_x07.jpg,2,7
03_10_2020_1\output_0016\0000042_z01_x08.jpg,1,8
03_06_2020_0\output_0011\0000288_z02_x07.jpg,2,7
03_10_2020_1\output_0009\0000633_z02_x06.jpg,2,6
03_09_2020_1\output_0043\0000398_z03_x07.jpg,3,7
03_06_2020_0\output_0011\0000722_z03_x07.jpg,3,7
03_09_2020_1\output_0030\0000030_z03_x07.jpg,3,7
03_13_2020_0\output_0004\0000449_z07_x06.jpg,7,6
03_09_2020_1\output_0015\0000448_z00_x06.jpg,0,6
03_10_2020_1\output_0006\0000867_z05_x06.jpg,5,6
03_06_2020_0\output_0002\0001056_z05_x06.jpg,5,6
03_12_2020_0\output_0008\0000324_z08_x07.jpg,8,7
03_13_2020_1\output_0006\0000427_z05_x06.jpg,5,6
03_10_2020_1\output_0005\0000013_z05_x06.jpg,5,6
03_13_2020_1\output_0005\0000582_z03_x07.jpg,3,7
03_12_2020_0\output_0009\0000794_z05_x07.jpg,5,7
JetBot\2021-10-08-20-32\0000744_z05_x07.jpg,5,7
03_12_2020_0\output_0000\0000361_z08_x07.jpg,8,7
03_10_2020_1\output_0012\0000652_z03_x06.jpg,3,6
03_13_2020_1\output_0006\0000527_z05_x07.jpg,5,7
03_12_2020_0\output_0010\0000593_z06_x07.jpg,6,7
03_06_2020_0\output_0007\0000421_z05_x07.jpg,5,7
03_10_2020_1\output_0008\0000514_z04_x06.jpg,4,6
03_10_2020_1\output_0012\0000571_z03_x06.jpg,3,6
03_12_2020_0\output_0001\0000608_z08_x06.jpg,8,6
03_06_2020_0\output_0008\0001568_z01_x06.jpg,1,6
03_09_2020_1\output_0019\0000143_z05_x06.jpg,5,6
03_09_2020_1\output_0031\0000720_z05_x07.jpg,5,7
03_10_2020_1\output_0000\0000249_z03_x06.jpg,3,6
JetBot\2021-10-08-20-32\0001435_z05_x07.jpg,5,7
03_13_2020_0\output_0005\0000282_z07_x07.jpg,7,7
03_13_2020_0\output_0007\0000196_z06_x07.jpg,6,7
03_06_2020_0\output_0002\0000517_z05_x07.jpg,5,7
03_06_2020_0\output_0009\0000386_z03_x07.jpg,3,7
03_12_2020_0\output_0003\0000581_z06_x07.jpg,6,7
03_13_2020_0\output_0004\0000097_z05_x07.jpg,5,7
03_13_2020_0\output_0001\0000367_z07_x07.jpg,7,7
03_13_2020_0\output_0000\0000496_z05_x06.jpg,5,6
03_09_2020_1\output_0035\0000846_z05_x07.jpg,5,7
03_06_2020_0\output_0008\0000038_z05_x07.jpg,5,7
03_12_2020_0\output_0006\0000359_z09_x06.jpg,9,6
03_06_2020_0\output_0008\0001347_z05_x06.jpg,5,6
03_09_2020_1\output_0038\0000481_z01_x07.jpg,1,7
03_09_2020_1\output_0021\0000611_z01_x07.jpg,1,7
03_13_2020_1\output_0007\0000016_z04_x06.jpg,4,6
03_06_2020_0\output_0004\0000830_z05_x06.jpg,5,6
03_09_2020_1\output_0014\0000719_z05_x07.jpg,5,7
03_09_2020_1\output_0032\0000049_z05_x07.jpg,5,7
03_13_2020_1\output_0001\0000146_z03_x07.jpg,3,7
03_13_2020_1\output_0005\0000312_z01_x07.jpg,1,7
03_10_2020_1\output_0003\0000426_z03_x06.jpg,3,6
03_16_2020_0\output_0005\0000039_z06_x07.jpg,6,7
03_13_2020_1\output_0002\0000781_z02_x07.jpg,2,7
03_12_2020_0\output_0010\0000973_z05_x07.jpg,5,7
03_13_2020_0\output_0003\0000032_z07_x07.jpg,7,7
03_12_2020_0\output_0010\0000746_z08_x06.jpg,8,6
03_12_2020_0\output_0001\0000601_z06_x06.jpg,6,6
03_16_2020_0\output_0001\0000020_z05_x06.jpg,5,6
03_10_2020_1\output_0001\0000188_z00_x06.jpg,0,6
03_10_2020_1\output_0005\0000773_z01_x06.jpg,1,6
03_13_2020_1\output_0012\0000269_z05_x06.jpg,5,6
03_13_2020_0\output_0002\0000411_z08_x06.jpg,8,6
03_13_2020_1\output_0007\0000584_z02_x07.jpg,2,7
03_12_2020_0\output_0003\0000013_z06_x07.jpg,6,7
03_13_2020_1\output_0013\0000304_z05_x06.jpg,5,6
03_06_2020_0\output_0008\0001550_z02_x07.jpg,2,7
03_09_2020_1\output_0034\0000510_z02_x07.jpg,2,7
03_09_2020_1\output_0041\0000538_z03_x07.jpg,3,7
JetBot\2021-10-08-20-32\0002143_z04_x09.jpg,4,9
03_12_2020_0\output_0011\0000525_z05_x07.jpg,5,7
03_13_2020_0\output_0004\0000217_z08_x06.jpg,8,6
03_06_2020_0\output_0008\0001082_z03_x07.jpg,3,7
03_09_2020_1\output_0021\0000612_z02_x07.jpg,2,7
03_06_2020_0\output_0006\0000869_z04_x06.jpg,4,6
03_12_2020_0\output_0004\0000654_z08_x07.jpg,8,7
03_09_2020_1\output_0041\0000059_z01_x06.jpg,1,6
03_13_2020_1\output_0001\0000822_z04_x06.jpg,4,6
03_09_2020_1\output_0025\0000697_z02_x07.jpg,2,7
03_10_2020_1\output_0012\0000538_z03_x06.jpg,3,6
03_10_2020_1\output_0006\0000167_z02_x06.jpg,2,6
JetBot\2021-10-08-20-32\0001121_z05_x07.jpg,5,7
03_06_2020_0\output_0006\0001295_z00_x07.jpg,0,7
03_10_2020_1\output_0007\0000141_z02_x06.jpg,2,6
03_09_2020_1\output_0041\0000583_z03_x07.jpg,3,7
03_09_2020_1\output_0029\0000139_z05_x07.jpg,5,7
03_10_2020_1\output_0014\0000294_z02_x06.jpg,2,6
03_10_2020_1\output_0006\0000287_z05_x06.jpg,5,6
03_12_2020_0\output_0010\0000450_z08_x07.jpg,8,7
03_06_2020_0\output_0004\0000958_z04_x06.jpg,4,6
03_12_2020_0\output_0001\0000714_z05_x06.jpg,5,6
03_16_2020_0\output_0002\0000299_z07_x06.jpg,7,6
03_06_2020_0\output_0011\0000676_z05_x07.jpg,5,7
03_13_2020_1\output_0008\0000660_z05_x06.jpg,5,6
03_10_2020_1\output_0004\0000990_z02_x06.jpg,2,6
03_09_2020_1\output_0031\0000881_z02_x06.jpg,2,6
03_09_2020_1\output_0022\0000155_z02_x06.jpg,2,6
03_09_2020_1\output_0030\0000408_z04_x07.jpg,4,7
03_09_2020_1\output_0043\0000106_z03_x06.jpg,3,6
03_13_2020_1\output_0006\0000099_z02_x06.jpg,2,6
03_12_2020_0\output_0014\0000094_z10_x07.jpg,10,7
03_12_2020_0\output_0001\0001044_z05_x06.jpg,5,6
03_12_2020_0\output_0007\0000730_z06_x07.jpg,6,7
03_09_2020_1\output_0017\0000233_z02_x07.jpg,2,7
03_06_2020_0\output_0011\0001424_z05_x08.jpg,5,8
03_10_2020_1\output_0013\0000291_z04_x06.jpg,4,6
JetBot\2021-10-08-20-32\0000418_z05_x06.jpg,5,6
03_09_2020_1\output_0032\0000581_z00_x07.jpg,0,7
03_10_2020_1\output_0011\0000033_z01_x06.jpg,1,6
03_09_2020_1\output_0034\0000412_z05_x06.jpg,5,6
03_13_2020_1\output_0003\0000050_z05_x07.jpg,5,7
03_13_2020_1\output_0006\0000497_z05_x06.jpg,5,6
03_12_2020_0\output_0003\0000042_z07_x07.jpg,7,7
03_12_2020_0\output_0003\0001006_z09_x07.jpg,9,7
03_10_2020_1\output_0011\0000783_z04_x06.jpg,4,6
03_10_2020_1\output_0008\0000866_z01_x06.jpg,1,6
03_09_2020_1\output_0036\0000729_z05_x07.jpg,5,7
03_13_2020_1\output_0007\0000324_z02_x06.jpg,2,6
03_12_2020_0\output_0009\0000614_z05_x07.jpg,5,7
03_10_2020_1\output_0016\0000171_z05_x07.jpg,5,7
03_12_2020_0\output_0014\0000456_z05_x07.jpg,5,7
03_12_2020_0\output_0008\0000942_z07_x06.jpg,7,6
03_06_2020_0\output_0008\0001168_z05_x06.jpg,5,6
03_12_2020_0\output_0007\0000097_z07_x07.jpg,7,7
03_09_2020_1\output_0023\0000487_z04_x06.jpg,4,6
03_13_2020_1\output_0008\0000375_z00_x06.jpg,0,6
03_10_2020_1\output_0012\0000026_z02_x06.jpg,2,6
03_13_2020_1\output_0007\0000117_z04_x07.jpg,4,7
03_12_2020_0\output_0003\0000713_z05_x06.jpg,5,6
03_16_2020_0\output_0006\0000008_z07_x06.jpg,7,6
03_06_2020_0\output_0010\0000909_z05_x07.jpg,5,7
03_09_2020_1\output_0021\0000270_z05_x07.jpg,5,7
03_10_2020_1\output_0009\0000326_z00_x06.jpg,0,6
03_09_2020_1\output_0032\0000211_z00_x07.jpg,0,7
03_12_2020_0\output_0002\0000865_z08_x07.jpg,8,7
03_13_2020_0\output_0003\0000562_z08_x07.jpg,8,7
03_13_2020_0\output_0000\0000643_z07_x07.jpg,7,7
03_09_2020_1\output_0041\0000369_z01_x06.jpg,1,6
03_13_2020_0\output_0005\0001123_z08_x07.jpg,8,7
03_06_2020_0\output_0005\0000441_z05_x06.jpg,5,6
03_13_2020_1\output_0000\0000741_z02_x07.jpg,2,7
03_06_2020_0\output_0003\0000414_z08_x06.jpg,8,6
03_13_2020_1\output_0013\0000812_z02_x07.jpg,2,7
03_13_2020_0\output_0002\0000625_z07_x07.jpg,7,7
03_13_2020_0\output_0001\0000327_z08_x07.jpg,8,7
03_12_2020_0\output_0003\0000584_z08_x07.jpg,8,7
03_13_2020_1\output_0005\0000275_z04_x07.jpg,4,7
